Ref,Soil,Site,Field,Method,Depth.cm_Top,Depth.cm_Bottom,Height.cm,Dia.cm,Ksat,Units_Ksat,Stdev_Ksat,Ksat_cmhr,Stdev_Ksat_cmhr,Db,Stdev_Db,Calculated_Db,Mean_Db,VCOS,COS,MS,FS,VFS,Sand,Silt,Clay,Stdev_Sand,Stdev_Silt,Stdev_Clay,Stdev_Coarsefragment,Coarsefraction,Texclass,TexModifier_code,Texclass_Code,Tex_additional_info,Texture_unknown,Structure,OC,Stdev_OC,OM,Units_OM,Horizon,Th_sat,Ref2,Remark
35,,Citrus,Lab,Constant Head,0,20,5.4,3,13.15,cm/hr,,13.15,,1.54,,,,0,0.5,12.4,63.9,17.7,94.5,3.1,2.4,,,,,,FS,,FS,,,,1.4,,,,Ap,,,
35,,Citrus,Lab,Constant Head,20,68,5.4,3,18.1,cm/hr,,18.1,,1.55,,,,0,0.4,12.1,63.9,17.1,93.5,4.8,1.7,,,,,,FS,,FS,,,,0.34,,,,Bw1,,,
35,,Citrus,Lab,Constant Head,68,91,5.4,3,21.35,cm/hr,,21.35,,1.58,,,,0,0.4,11.3,64.7,17.9,94.3,4.2,1.5,,,,,,FS,,FS,,,,0.15,,,,Bw2,,,
35,,Citrus,Lab,Constant Head,91,132,5.4,3,15.85,cm/hr,,15.85,,1.59,,,,0,0.4,11,65.4,18.4,95.2,4.4,0.4,,,,,,FS,,FS,,,,0.04,,,,Bw3,,,
35,,Citrus,Lab,Constant Head,132,155,5.4,3,4.61,cm/hr,,4.61,,1.65,,,,0.1,0.6,10.8,61,16.7,89.2,5.6,5.2,,,,,,FS,,FS,,,,0.1,,,,Bw4,,,
35,,Citrus,Lab,Constant Head,155,180,5.4,3,0.29,cm/hr,,0.29,,1.7,,,,0,0.4,9.8,54,16.6,80.8,5.9,13.3,,,,,,FSL,,FSL,,,,0.1,,,,Btg1,,,
35,,Citrus,Lab,Constant Head,180,203,5.4,3,0.41,cm/hr,,0.41,,1.63,,,,0,0.4,9,49,14.6,73,4.4,22.6,,,,,,SCL,,SCL,,,,0.14,,,,Btg2,,,
35,,Clay,Lab,Constant Head,0,15,5.4,3,117,cm/hr,,117,,1.1,,,,0,0.2,3.2,86.1,5.8,95.3,2.9,1.8,,,,,,FS,,FS,,,,0.65,,,,A,,,
35,,Clay,Lab,Constant Head,15,5,5.4,3,35.5,cm/hr,,35.5,,1.42,,,,0,0.2,2.8,82.3,10,95.3,3.5,1.2,,,,,,FS,,FS,,,,0.11,,,,Bw1,,,
35,,Clay,Lab,Constant Head,51,117,5.4,3,33.55,cm/hr,,33.55,,1.36,,,,0,0.2,2.8,83.1,10.2,96.3,2.7,1,,,,,,FS,,FS,,,,0.01,,,,Bw2,,,
35,,Clay,Lab,Constant Head,117,147,5.4,3,34.15,cm/hr,,34.15,,1.44,,,,0,0.2,2.9,82.6,9.7,95.4,3.2,1.4,,,,,,FS,,FS,,,,0.02,,,,Eg,,,
35,,Clay,Lab,Constant Head,147,203,5.4,3,0.17,cm/hr,,0.17,,1.67,,,,0,0.1,1.9,60.3,8.7,71,5.1,23.9,,,,,,SCL,,SCL,,,,0.01,,,,Btg,,,
35,,Clay,Lab,Constant Head,0,13,5.4,3,48,cm/hr,,48,,1.33,,,,0,0.1,4.9,87.8,2.3,95.1,3.4,1.5,,,,,,FS,,FS,,,,0.56,,,,A,,,
35,,Clay,Lab,Constant Head,13,25,5.4,3,40.8,cm/hr,,40.8,,1.44,,,,0,0.1,4.7,87,2.3,94.1,4.3,1.6,,,,,,FS,,FS,,,,0.24,,,,Bw1,,,
35,,Clay,Lab,Constant Head,25,74,5.4,3,32.85,cm/hr,,32.85,,1.4,,,,0,0.1,4.8,87.9,2.3,95.1,3.6,1.3,,,,,,FS,,FS,,,,0.08,,,,Bw2,,,
35,,Clay,Lab,Constant Head,74,142,5.4,3,24,cm/hr,,24,,1.49,,,,0,0.1,4.1,89.6,2.3,96.1,3.4,0.5,,,,,,FS,,FS,,,,0.05,,,,Eg,,,
35,,Clay,Lab,Constant Head,142,168,5.4,3,17.74,cm/hr,,17.74,,1.58,,,,0,0.1,4.2,89.4,1.4,95.1,2.9,2,,,,,,FS,,FS,,,,0.27,,,,Bh1,,,
35,,Clay,Lab,Constant Head,168,203,5.4,3,19.4,cm/hr,,19.4,,1.56,,,,0,0.1,4.3,91.5,1.3,97.2,1.8,1,,,,,,FS,,FS,,,,0.34,,,,Bh2,,,
35,,Clay,Lab,Constant Head,0,13,5.4,3,31.55,cm/hr,,31.55,,1.43,,,,0,1,13.7,79.7,2,96.4,2.1,1.5,,,,,,FS,,FS,,,,0.65,,,,A,,,
35,,Clay,Lab,Constant Head,13,33,5.4,3,23.65,cm/hr,,23.65,,1.59,,,,0,1,13.2,78.9,2.8,95.9,2.3,1.8,,,,,,FS,,FS,,,,0.13,,,,Bw1,,,
35,,Clay,Lab,Constant Head,33,61,5.4,3,48,cm/hr,,48,,1.48,,,,0,1.1,14.2,78.3,2.6,96.2,2.2,1.6,,,,,,FS,,FS,,,,0.05,,,,Bw2,,,
35,,Clay,Lab,Constant Head,61,142,5.4,3,35.5,cm/hr,,35.5,,1.5,,,,0,1.4,13.2,80.3,2.7,97.6,1.5,0.9,,,,,,FS,,FS,,,,0.07,,,,Eg1,,,
35,,Clay,Lab,Constant Head,142,203,5.4,3,25,cm/hr,,25,,1.54,,,,0,1.4,12.4,82.6,2.3,98.7,0.5,0.8,,,,,,FS,,FS,,,,0.05,,,,Eg2,,,
35,,Clay,Lab,Constant Head,0,8,5.4,3,41.45,cm/hr,,41.45,,1.3,,,,0,0.4,6,88.9,3.3,98.6,0.5,0.9,,,,,,FS,,FS,,,,0.91,,,,A,,,
35,,Clay,Lab,Constant Head,8,46,5.4,3,32.85,cm/hr,,32.85,,1.41,,,,0,0.4,5.5,87.8,3.9,97.6,1.2,1.2,,,,,,FS,,FS,,,,0.34,,,,Bw1,,,
35,,Clay,Lab,Constant Head,46,122,5.4,3,34.8,cm/hr,,34.8,,1.42,,,,0,0.3,4.7,88.8,4.1,97.9,0.9,1.2,,,,,,FS,,FS,,,,0.07,,,,Bw2,,,
35,,Clay,Lab,Constant Head,122,157,5.4,3,28.25,cm/hr,,28.25,,1.43,,,,0,0.3,4.6,89.6,4,98.5,0.7,0.8,,,,,,FS,,FS,,,,0.04,,,,Bw3,,,
35,,Clay,Lab,Constant Head,157,203,5.4,3,36.15,cm/hr,,36.15,,1.43,,,,0,0.8,9.8,84.6,3.4,98.6,0.7,0.7,,,,,,FS,,FS,,,,0.06,,,,Eg,,,
35,,Clay,Lab,Constant Head,0,8,5.4,3,36.15,cm/hr,,36.15,,1.32,,,,0,1.4,11.7,81.6,2.6,97.3,1.3,1.4,,,,,,FS,,FS,,,,1.23,,,,A,,,
35,,Clay,Lab,Constant Head,8,43,5.4,3,25,cm/hr,,25,,1.38,,,,0,1.8,12.5,79.4,2.7,96.4,2.1,1.5,,,,,,FS,,FS,,,,0.26,,,,Bw1,,,
35,,Clay,Lab,Constant Head,43,114,5.4,3,23.7,cm/hr,,23.7,,1.44,,,,0,1.2,10.6,82.2,2.9,96.9,1.3,1.8,,,,,,FS,,FS,,,,0.12,,,,Bw2,,,
35,,Clay,Lab,Constant Head,114,145,5.4,3,46,cm/hr,,46,,1.43,,,,0,1.1,9.3,83.5,3.2,97.1,1.8,1.1,,,,,,FS,,FS,,,,0.06,,,,Bw3,,,
35,,Clay,Lab,Constant Head,145,203,5.4,3,26.3,cm/hr,,26.3,,1.47,,,,0,1,9.5,83.2,2.9,96.6,1.5,1.9,,,,,,FS,,FS,,,,0.09,,,,Bw  and  Bt,,,
35,,Clay,Lab,Constant Head,0,13,5.4,3,33.2,cm/hr,,33.2,,1.3,,,,0,0.1,4.9,87,4.9,96.9,2.7,0.4,,,,,,FS,,FS,,,,1.26,,,,A,,,
35,,Clay,Lab,Constant Head,13,71,5.4,3,24.65,cm/hr,,24.65,,1.51,,,,0,0.2,5.3,87,4.5,97,2.8,0.2,,,,,,FS,,FS,,,,0.15,,,,E/Eg,,,
35,,Clay,Lab,Constant Head,71,84,5.4,3,19.05,cm/hr,,19.05,,1.2,,,,0,0.1,4.9,80.3,4.2,89.5,5.7,4.8,,,,,,FS,,FS,,,,2.43,,,,Bh1,,,
35,,Clay,Lab,Constant Head,84,96,5.4,3,29.25,cm/hr,,29.25,,1.44,,,,0,0.2,5.2,82.6,4.1,92.1,4.4,3.5,,,,,,FS,,FS,,,,1.6,,,,Bh2,,,
35,,Clay,Lab,Constant Head,96,127,5.4,3,20.05,cm/hr,,20.05,,1.54,,,,0,0.2,5,85.9,4.4,95.5,3.7,0.8,,,,,,FS,,FS,,,,0.22,,,,Bw,,,
35,,Clay,Lab,Constant Head,127,152,5.4,3,16.75,cm/hr,,16.75,,1.55,,,,0,0.1,5.2,84.4,3.4,93.1,5.7,1.2,,,,,,FS,,FS,,,,0.18,,,,Eg,,,
35,,Clay,Lab,Constant Head,152,203,5.4,3,6.36,cm/hr,,6.36,,1.73,,,,0,0.1,4.4,77.5,3.5,85.5,11.4,3.1,,,,,,LFS,,LFS,,,,1.12,,,,Bh,,,
35,,Clay,Lab,Constant Head,0,13,5.4,3,34.15,cm/hr,,34.15,,1.43,,,,0,0.1,4.2,88.6,3.9,96.8,2.3,0.9,,,,,,FS,,FS,,,,1.28,,,,Ap,,,
35,,Clay,Lab,Constant Head,13,25,5.4,3,31.25,cm/hr,,31.25,,1.5,,,,0,0.2,4,88.3,3.1,95.6,3.2,1.2,,,,,,FS,,FS,,,,0.4,,,,Bw1,,,
35,,Clay,Lab,Constant Head,25,89,5.4,3,33.55,cm/hr,,33.55,,1.51,,,,0,0.2,4.3,88.6,2.8,95.9,3,1.1,,,,,,FS,,FS,,,,0.15,,,,Bw2,,,
35,,Clay,Lab,Constant Head,89,109,5.4,3,22.65,cm/hr,,22.65,,1.53,,,,0,0.2,4.1,88.9,3.2,96.4,2.6,1,,,,,,FS,,FS,,,,0.1,,,,Bw3,,,
35,,Clay,Lab,Constant Head,109,137,5.4,3,34.2,cm/hr,,34.2,,1.52,,,,0,0.2,4.1,89.3,2.8,96.4,2.6,1,,,,,,FS,,FS,,,,0.08,,,,Eg,,,
35,,Clay,Lab,Constant Head,137,152,5.4,3,19.7,cm/hr,,19.7,,1.53,,,,0,0.2,4.5,89.3,2.4,96.4,2.4,1.2,,,,,,FS,,FS,,,,0.12,,,,Bh1,,,
35,,Clay,Lab,Constant Head,152,203,5.4,3,36.8,cm/hr,,36.8,,1.48,,,,0,0.2,6,88.2,2.2,96.6,2.6,0.8,,,,,,FS,,FS,,,,0.42,,,,Bh2,,,
35,,Clay,Lab,Constant Head,0,15,5.4,3,21.35,cm/hr,,21.35,,1.36,,,,0,0.1,2.3,70,20.1,92.5,6.5,1,,,,,,FS,,FS,,,,0.68,,,,A,,,
35,,Clay,Lab,Constant Head,48,58,5.4,3,15.55,cm/hr,,15.55,,1.22,,,,0,0.1,2.8,70.5,15.4,88.8,7.1,4.1,,,,,,FS,,FS,,,,2.1,,,,Bh1,,,
35,,Clay,Lab,Constant Head,58,74,5.4,3,9.87,cm/hr,,9.87,,1.41,,,,0,0.1,2.7,71.3,16.6,90.7,6,3.3,,,,,,FS,,FS,,,,1.35,,,,Bh2,,,
35,,Dade,Lab,Constant Head,0,20,5.4,3,13.77,cm/hr,,13.77,,1.01,,,,0.1,0.7,1.3,1.5,0.6,4.2,79.4,16.4,,,,,,PM: MARL,,,,MARL,,2.41,,,,Lkp,,,
35,,Dade,Lab,Constant Head,20,68,5.4,3,24.65,cm/hr,,24.65,,1.07,,,,0,0,0.1,0.1,0.1,0.3,88.7,11,,,,,,PM: MARL,,,,MARL,,1.19,,,,Lk1,,,
35,,Dade,Lab,Constant Head,68,91,5.4,3,3.18,cm/hr,,3.18,,1.08,,,,0,0,0,0.1,0.1,0.2,91.6,8.2,,,,,,PM: MARL,,,,MARL,,1.08,,,,Lk2,,,
35,,Dade,Lab,Constant Head,91,112,5.4,3,3.18,cm/hr,,3.18,,1.18,,,,0,0.1,0.3,0.7,0.3,1.4,82.8,15.8,,,,,,PM: MARL,,,,MARL,,1.45,,,,Lk3,,,
35,,DeSoto,Lab,Constant Head,168,203,5.4,3,25,cm/hr,,25,,1.58,,,,0,4.6,17.7,62.8,13,98.1,0.6,1.3,,,,,,FS,,FS,,,,0.12,,,,Bw3,,,
35,,DeSoto,Lab,Constant Head,0,13,5.4,3,15.8,cm/hr,,15.8,,1.18,,,,0,0.7,8.8,77.5,10.2,97.2,2.5,0.3,,,,,,FS,,FS,,,,1.96,,,,A,,,
35,,DeSoto,Lab,Constant Head,13,109,5.4,3,20.4,cm/hr,,20.4,,1.44,,,,0,0.9,7.8,78.9,11.1,98.7,0.8,0.5,,,,,,FS,,FS,,,,0.06,,,,E/Eg,,,
35,,DeSoto,Lab,Constant Head,109,119,5.4,3,0.17,cm/hr,,0.17,,1.37,,,,0,0.9,6.8,70.6,10.4,88.7,5.5,5.8,,,,,,FS,,FS,,,,2.8,,,,Bh1,,,
35,,Clay,Lab,Constant Head,74,102,5.4,3,17.4,cm/hr,,17.4,,1.52,,,,0,0.1,2.8,74.1,17.8,94.8,4.2,1,,,,,,FS,,FS,,,,0.3,,,,Bw,,,
35,,Clay,Lab,Constant Head,102,130,5.4,3,15.5,cm/hr,,15.5,,1.63,,,,0,0.1,2.6,72.9,19.3,94.9,4.5,0.6,,,,,,FS,,FS,,,,0.17,,,,Eg,,,
35,,Clay,Lab,Constant Head,130,203,5.4,3,2.11,cm/hr,,2.11,,1.77,,,,0,0,2.3,57,12.9,72.2,6.2,21.6,,,,,,SCL,,SCL,,,,0.21,,,,Btg,,,
35,,Clay,Lab,Constant Head,0,13,5.4,3,78.05,cm/hr,,78.05,,1.17,,,,0,0.1,2.8,69.2,18.8,90.9,7.3,1.8,,,,,,FS,,FS,,,,4.54,,,,A1,,,
35,,Clay,Lab,Constant Head,13,20,5.4,3,12.25,cm/hr,,12.25,,1.51,,,,0,0.1,2.6,70.3,19.3,92.3,7.1,0.6,,,,,,FS,,FS,,,,0.54,,,,A2,,,
35,,Clay,Lab,Constant Head,20,46,5.4,3,13.15,cm/hr,,13.15,,1.51,,,,0,0.1,2.6,70.9,20.4,94,5.7,0.3,,,,,,FS,,FS,,,,0.14,,,,Eg,,,
35,,Clay,Lab,Constant Head,46,58,5.4,3,8.16,cm/hr,,8.16,,1.5,,,,0,0.1,2.3,63.7,18.3,84.4,11.6,4,,,,,,LFS,,LFS,,,,1.66,,,,Bh,,,
35,,Clay,Lab,Constant Head,58,109,5.4,3,8.55,cm/hr,,8.55,,1.66,,,,0,0.1,2.5,69.3,21.6,93.5,5.7,0.8,,,,,,FS,,FS,,,,0.16,,,,Bw,,,
35,,Clay,Lab,Constant Head,109,152,5.4,3,1.17,cm/hr,,1.17,,1.69,,,,0,0.1,2.1,62.3,18.5,83,6.5,10.5,,,,,,LFS,,LFS,,,,0.22,,,,Btg1,,,
35,,Clay,Lab,Constant Head,152,203,5.4,3,0.44,cm/hr,,0.44,,1.82,,,,0,0,1.7,52.7,15.7,70.1,6.5,23.4,,,,,,SCL,,SCL,,,,0.12,,,,Btg2,,,
35,,Clay,Lab,Constant Head,0,10,5.4,3,46.05,cm/hr,,46.05,,1.17,,,,0,0.1,0.7,43.7,44.9,89.4,8.1,2.5,,,,,,VFS,,VFS,,,,1.63,,,,Ap,,,
35,,Clay,Lab,Constant Head,10,51,5.4,3,12.97,cm/hr,,12.97,,1.53,,,,0,0.1,0.7,42.9,45.4,89.1,9.3,1.6,,,,,,VFS,,VFS,,,,0.4,,,,A/Eg,,,
35,,Clay,Lab,Constant Head,51,66,5.4,3,7.89,cm/hr,,7.89,,1.53,,,,0,0.1,0.5,38.6,48.3,87.5,10.6,1.9,,,,,,VFS,,VFS,,,,0.16,,,,Eg,,,
35,,Clay,Lab,Constant Head,66,114,5.4,3,1.18,cm/hr,,1.18,,1.61,,,,0,0,0.2,18.1,47.3,65.6,11.6,22.8,,,,,,SCL,,SCL,,,,0.08,,,,Btg1 (upper),,,
35,,Clay,Lab,Constant Head,114,162,5.4,3,0.24,cm/hr,,0.24,,1.65,,,,0,0,0.1,22.5,47,69.6,10.8,19.6,,,,,,VFSL,,VFSL,,,,0.07,,,,Btg1 (lower),,,
35,,Clay,Lab,Constant Head,162,203,5.4,3,0.3,cm/hr,,0.3,,1.63,,,,0,0,0,34,36.9,70.9,10.7,18.4,,,,,,VFSL,,VFSL,,,,0.1,,,,Btg2,,,
35,,Clay,Lab,Constant Head,0,10,5.4,3,24,cm/hr,,24,,1.45,,,,0,0.1,8.5,85.6,2.3,96.5,2.9,0.6,,,,,,FS,,FS,,,,0.54,,,,A,,,
35,,Clay,Lab,Constant Head,10,41,5.4,3,32.2,cm/hr,,32.2,,1.48,,,,0,0,8.8,85.2,2.7,96.7,2.9,0.4,,,,,,FS,,FS,,,,0.12,,,,E/Eg,,,
35,,Clay,Lab,Constant Head,41,51,5.4,3,1.7,cm/hr,,1.7,,1.24,,,,0,0,8.1,80,2.3,90.4,6.4,3.2,,,,,,FS,,FS,,,,2.29,,,,Bh1,,,
35,,Clay,Lab,Constant Head,51,66,5.4,3,16.46,cm/hr,,16.46,,1.46,,,,0,0.1,8.8,81.8,2.4,93.1,2.9,4,,,,,,FS,,FS,,,,0.54,,,,Bh2,,,
35,,Clay,Lab,Constant Head,66,137,5.4,3,15.45,cm/hr,,15.45,,1.59,,,,0,0.1,8.9,84.1,2.4,95.5,3.4,1.1,,,,,,FS,,FS,,,,0.18,,,,Bw,,,
35,,Clay,Lab,Constant Head,137,170,5.4,3,15.45,cm/hr,,15.45,,1.6,,,,0,0,9.2,82,1,92.2,5.8,2,,,,,,FS,,FS,,,,0.34,,,,Bh1',,,
35,,Clay,Lab,Constant Head,170,203,5.4,3,5.11,cm/hr,,5.11,,1.53,,,,0,0,9.5,85.5,0.5,95.5,1.3,3.2,,,,,,FS,,FS,,,,1.05,,,,Bh2',,,
35,,Clay,Lab,Constant Head,0,18,5.4,3,30.9,cm/hr,,30.9,,1.38,,,,0,0.1,7.6,82.6,3.8,94.1,4.9,1,,,,,,FS,,FS,,,,0.49,,,,A,,,
35,,Clay,Lab,Constant Head,18,71,5.4,3,12,cm/hr,,12,,1.58,,,,0,0.1,7.8,84.2,4.1,96.2,3.1,0.7,,,,,,FS,,FS,,,,0.11,,,,E/Eg,,,
35,,Clay,Lab,Constant Head,71,109,5.4,3,9.68,cm/hr,,9.68,,1.63,,,,0,0,8.2,82.4,3.3,93.9,4.7,1.4,,,,,,FS,,FS,,,,0.26,,,,Eg,,,
35,,Clay,Lab,Constant Head,109,135,5.4,3,2.72,cm/hr,,2.72,,1.62,,,,0,0,9.4,85.6,1.3,96.3,0.4,3.3,,,,,,FS,,FS,,,,0.87,,,,Bh1,,,
35,,Clay,Lab,Constant Head,135,203,5.4,3,2.77,cm/hr,,2.77,,1.53,,,,0,0,9.4,85.6,1.3,96.3,0.4,3.3,,,,,,FS,,FS,,,,2.12,,,,Bh2,,,
35,,Clay,Lab,Constant Head,0,18,5.4,3,30.25,cm/hr,,30.25,,1.35,,,,0,3.9,36.5,36.3,15,91.7,7.5,0.8,,,,,,S,,S,,,,1.05,,,,A,,,
35,,Clay,Lab,Constant Head,18,89,5.4,3,12.15,cm/hr,,12.15,,1.62,,,,0,3.8,36.4,36.7,15.5,92.4,6.4,1.2,,,,,,S,,S,,,,0.32,,,,Eg1,,,
35,,Clay,Lab,Constant Head,89,107,5.4,3,6.18,cm/hr,,6.18,,1.79,,,,0,5.2,41.3,33.6,12.5,92.6,5.8,1.6,,,,,,S,,S,,,,0.16,,,,Eg2,,,
35,,Clay,Lab,Constant Head,107,178,5.4,3,0.06,cm/hr,,0.06,,1.95,,,,0,3.9,35.6,28.7,11.7,79.9,10,10.1,,,,,,SL,,SL,,,,0.14,,,,Btg1,,,
35,,Clay,Lab,Constant Head,178,203,5.4,3,0.07,cm/hr,,0.07,,1.8,,,,0.1,5.4,37.2,27.1,11,80.8,7.8,11.4,,,,,,SL,,SL,,,,0.08,,,,Btg2,,,
35,,Clay,Lab,Constant Head,0,15,5.4,3,19.7,cm/hr,,19.7,,1.23,,,,0,0.5,7,54.2,16.1,77.8,17.5,4.7,,,,,,LFS,,LFS,,,,2.26,,,,Ap,,,
35,,Clay,Lab,Constant Head,15,28,5.4,3,3.88,cm/hr,,3.88,,1.56,,,,0,0.4,7.2,54.2,17.4,79.2,18.5,2.3,,,,,,LFS,,LFS,,,,0.37,,,,Bw1,,,
35,,Clay,Lab,Constant Head,28,68,5.4,3,1.85,cm/hr,,1.85,,1.64,,,,0,0.5,7.1,54.5,17.1,79.2,18.8,2,,,,,,LFS,,LFS,,,,0.11,,,,Bw2,,,
35,,Clay,Lab,Constant Head,68,114,5.4,3,0.06,cm/hr,,0.06,,1.73,,,,0,0.4,5.8,39.2,14,59.4,15.7,18.9,,,,,,SL,,SL,,,,0.07,,,,Bt,,,
35,,Clay,Lab,Constant Head,114,185,5.4,3,0.14,cm/hr,,0.14,,1.62,,,,0,0.2,3.8,28.4,10,42.4,21,36.6,,,,,,CL,,CL,,,,0.08,,,,Btg,,,
35,,Clay,Lab,Constant Head,185,203,5.4,3,0.08,cm/hr,,0.08,,1.63,,,,0,0.2,7.6,73.4,1.2,82.4,2.6,15,,,,,,FSL,,FSL,,,,0.04,,,,C,,,
35,,Clay,Lab,Constant Head,0,15,5.4,3,4.6,cm/hr,,4.6,,1.38,,,,0,0.2,3.1,53.2,20,76.5,16.3,7.2,,,,,,FSL,,FSL,,,,1.77,,,,Ap,,,
35,,Clay,Lab,Constant Head,15,33,5.4,3,0.7,cm/hr,,0.7,,1.52,,,,0,0.3,3.1,53,19.7,76.1,17.9,6,,,,,,FSL,,FSL,,,,0.47,,,,Eg,,,
35,,Clay,Lab,Constant Head,33,56,5.4,3,0.05,cm/hr,,0.05,,1.62,,,,0,0.2,2.6,43.9,16.5,63.2,16.6,20.2,,,,,,SCL,,SCL,,,,0.3,,,,Btg1,,,
35,,Clay,Lab,Constant Head,56,112,5.4,3,0.11,cm/hr,,0.11,,1.48,,,,0,0.2,1.9,33.9,14.6,50.6,16.8,32.6,,,,,,SCL,,SCL,,,,0.21,,,,Btg2,,,
35,,Clay,Lab,Constant Head,112,157,5.4,3,0.04,cm/hr,,0.04,,1.61,,,,0,0.1,1.8,36.7,9.7,48.3,16.5,36.2,,,,,,SC,,SC,,,,0.05,,,,Btg3,,,
35,,Clay,Lab,Constant Head,157,203,5.4,3,0.03,cm/hr,,0.03,,1.62,,,,0,0.1,2.2,55.4,9.7,67.4,9.9,22.7,,,,,,SCL,,SCL,,,,0.06,,,,Cg,,,
35,,Clay,Lab,Constant Head,0,15,5.4,3,0.29,cm/hr,,0.29,,1.44,,,,0.1,0.3,1.9,45.4,19.8,67.5,26.2,6.3,,,,,,FSL,,FSL,,,,2.1,,,,A,,,
35,,Clay,Lab,Constant Head,15,28,5.4,3,0.08,cm/hr,,0.08,,1.78,,,,0.2,0.4,2,44.6,21.8,69,24.2,6.8,,,,,,FSL,,FSL,,,,0.45,,,,Eg,,,
35,,Clay,Lab,Constant Head,28,58,5.4,3,0.15,cm/hr,,0.15,,1.7,,,,0,0.2,1.1,27.2,14.8,43.3,19.3,37.4,,,,,,CL,,CL,,,,0.43,,,,Btg1,,,
35,,Clay,Lab,Constant Head,58,117,5.4,3,0.09,cm/hr,,0.09,,1.58,,,,0,0.1,1,29.3,14.8,45.2,19.8,35,,,,,,SC,,SC,,,,0.23,,,,Btg2,,,
35,,Clay,Lab,Constant Head,117,157,5.4,3,0.02,cm/hr,,0.02,,1.43,,,,0,0,0.8,26.3,13.5,40.6,21.8,37.6,,,,,,CL,,CL,,,,0.38,,,,Btg3 (upper),,,
35,,Clay,Lab,Constant Head,157,203,5.4,3,0.02,cm/hr,,0.02,,1.34,,,,0,0,0.7,25.3,9.9,35.9,22.1,42,,,,,,C,,C,,,,0.19,,,,Btg3 (lower),,,
35,,Collier,Lab,Constant Head,0,8,5.4,3,42.05,cm/hr,,42.05,,1.3,,,,0,0.8,16.4,77,3.3,97.5,2,0.5,,,,,,FS,,FS,,,,1.83,,,,A,,,
35,,Collier,Lab,Constant Head,8,33,5.4,3,40.1,cm/hr,,40.1,,1.47,,,,0,2.1,17.1,73.8,4.7,97.7,1.9,0.4,,,,,,FS,,FS,,,,0.3,,,,E/Eg,,,
35,,Collier,Lab,Constant Head,33,53,5.4,3,61.8,cm/hr,,61.8,,1.48,,,,0.1,1.9,18.5,73.9,4.1,98.5,0.5,1,,,,,,FS,,FS,,,,0.22,,,,EB,,,
35,,Collier,Lab,Constant Head,53,66,5.4,3,3.94,cm/hr,,3.94,,1.35,,,,0.1,2,14.9,56.9,4.1,78,8.2,13.8,,,,,,FSL,,FSL,,,,2.24,,,,Btg,,,
35,,Collier,Lab,Constant Head,0,10,5.4,3,20.15,cm/hr,,20.15,,1.21,,,,0.1,3.1,17,64.5,8.6,93.3,0.4,6.3,,,,,,FS,,FS,,,,2.97,,,,A1,,,
35,,Collier,Lab,Constant Head,10,23,5.4,3,57.85,cm/hr,,57.85,,1.38,,,,0.1,3.7,19,61.7,7.9,92.4,3.8,3.8,,,,,,FS,,FS,,,,0.94,,,,A2,,,
35,,Collier,Lab,Constant Head,0,8,5.4,3,42.05,cm/hr,,42.05,,1.29,,,,0,4,24.3,59.9,7.8,96,1.1,2.9,,,,,,FS,,FS,,,,1.92,,,,A,,,
35,,Collier,Lab,Constant Head,8,23,5.4,3,36.2,cm/hr,,36.2,,1.5,,,,0.1,4.8,24.2,59.7,6.4,95.2,2.9,1.9,,,,,,FS,,FS,,,,0.5,,,,E/Eg,,,
35,,Collier,Lab,Constant Head,23,30,5.4,3,37.45,cm/hr,,37.45,,1.51,,,,0.1,4.8,24.2,57.8,6.4,93.3,2.3,4.4,,,,,,FS,,FS,,,,0.37,,,,Bw,,,
35,,Collier,Lab,Constant Head,0,15,5.4,3,21.68,cm/hr,,21.68,,1,,,,0,1.8,11.8,29.5,3.8,46.9,35.4,17.7,,,,,,L,,L,,,,4.08,,,,Ak,,,
35,,Collier,Lab,Constant Head,15,43,5.4,3,10.01,cm/hr,,10.01,,1.53,,,,0,4.2,20.4,45.6,4.8,75,16.9,8.1,,,,,,FSL,,FSL,,,,0.71,,,,Bk,,,
35,,Collier,Lab,Constant Head,0,28,5.4,3,50.85,cm/hr,,50.85,,0.93,,,,0.2,3.9,11.7,46.7,4.8,67.4,15.9,16.8,,,,,,FSL,,FSL,,,,4.61,,,,A1,,,
35,,Collier,Lab,Constant Head,28,38,5.4,3,31.15,cm/hr,,31.15,,1.32,,,,0.2,4.1,13,61,6.1,84.4,7.2,8.4,,,,,,LFS,,LFS,,,,1.49,,,,A2,,,
35,,Columbia,Lab,Constant Head,0,18,5.4,3,25.15,cm/hr,,25.15,,1.44,,,,0.1,1.1,10.3,59.3,24,94.8,1.8,3.4,,,,,,FS,,FS,,,,1,,,,A,,,
35,,Columbia,Lab,Constant Head,18,38,5.4,3,25.55,cm/hr,,25.55,,1.58,,,,0.1,3,22,59.8,7.7,92.6,4.1,3.3,,,,,,FS,,FS,,,,0.41,,,,Bw1,,,
35,,Columbia,Lab,Constant Head,38,69,5.4,3,23.15,cm/hr,,23.15,,1.64,,,,0,2.5,22.4,61,7.4,93.3,3.8,2.9,,,,,,FS,,FS,,,,0.23,,,,Bw2,,,
35,,Columbia,Lab,Constant Head,69,76,5.4,3,0.58,cm/hr,,0.58,,1.7,,,,0.1,2.2,14,52.6,6.8,75.7,4.8,19.5,,,,,,FSL,,FSL,,,,0.43,,,,Bt1,,,
